[39.0, 'State-gov', 77516.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 2174.0, 0.0, 40.0, 'United-States', '<=50K']
[30.0, 'Private', 340917.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 60.0, 'United-States', '>50K']
[37.0, 'Private', 241998.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 1977.0, 40.0, 'United-States', '>50K']
[36.0, 'Private', 34744.0, 'Assoc-acdm', 12.0, 'Divorced', 'Other-service', 'Unmarried', 'White', 'Female', 0.0, 0.0, 37.0, 'United-States', '<=50K']
[56.0, 'Private', 131608.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[56.0, 'Private', 124137.0, 'HS-grad', 9.0, 'Divorced', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 41.0, 'United-States', '<=50K']
[17.0, 'Private', 96282.0, '10th', 6.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 14.0, 'United-States', '<=50K']
[46.0, 'Private', 337050.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 45.0, 'United-States', '>50K']
[56.0, 'Private', 229335.0, 'HS-grad', 9.0, 'Divorced', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[33.0, 'Private', 164190.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Private', 64875.0, 'Some-college', 10.0, 'Never-married', 'Farming-fishing', 'Unmarried', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[42.0, 'Private', 203554.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[37.0, 'Private', 252947.0, 'Bachelors', 13.0, 'Never-married', 'Machine-op-inspct', 'Not-in-family', 'Black', 'Male', 0.0, 1719.0, 32.0, 'United-States', '<=50K']
[48.0, 'Private', 199590.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Mexico', '>50K']
[41.0, 'Private', 529216.0, 'Bachelors', 13.0, 'Divorced', 'Tech-support', 'Unmarried', 'Black', 'Male', 7430.0, 0.0, 45.0, '?', '>50K']
[33.0, 'Private', 195576.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 4386.0, 0.0, 60.0, 'United-States', '<=50K']
[30.0, 'Private', 182177.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'Ireland', '<=50K']
[50.0, 'Private', 209320.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[54.0, 'Self-emp-inc', 206862.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 36.0, 'United-States', '>50K']
[37.0, 'Private', 168941.0, '11th', 7.0, 'Divorced', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[59.0, 'Self-emp-not-inc', 201263.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 15024.0, 0.0, 55.0, 'United-States', '>50K']
[17.0, 'Private', 75333.0, '10th', 6.0, 'Never-married', 'Sales', 'Own-child', 'Black', 'Female', 0.0, 0.0, 24.0, 'United-States', '<=50K']
[65.0, '?', 299494.0, '11th', 7.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 1797.0, 0.0, 40.0, 'United-States', '<=50K']
[56.0, 'Self-emp-not-inc', 163212.0, 'HS-grad', 9.0, 'Widowed', 'Adm-clerical', 'Unmarried', 'White', 'Female', 99999.0, 0.0, 40.0, 'United-States', '>50K']
[57.0, 'Private', 139290.0, 'HS-grad', 9.0, 'Divorced', 'Other-service', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 38.0, 'United-States', '<=50K']
[61.0, '?', 198686.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 2.0, 'United-States', '>50K']
[67.0, '?', 190340.0, '11th', 7.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[41.0, 'Private', 113491.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[29.0, 'Private', 202878.0, 'HS-grad', 9.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[37.0, 'Private', 48093.0, 'Bachelors', 13.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 90.0, 'United-States', '>50K']
[22.0, 'Private', 136824.0, '11th', 7.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[45.0, 'Private', 350440.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[60.0, 'Private', 83850.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[35.0, 'Private', 62669.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[24.0, 'Private', 229773.0, 'HS-grad', 9.0, 'Never-married', 'Machine-op-inspct', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Private', 157249.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'Black', 'Male', 0.0, 1977.0, 50.0, 'United-States', '>50K']
[65.0, 'Private', 80174.0, 'HS-grad', 9.0, 'Divorced', 'Exec-managerial', 'Other-relative', 'White', 'Female', 1848.0, 0.0, 50.0, 'United-States', '<=50K']
[52.0, 'Self-emp-inc', 49069.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Private', 122952.0, 'HS-grad', 9.0, 'Separated', 'Craft-repair', 'Unmarried', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[67.0, 'Self-emp-not-inc', 106143.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 20051.0, 0.0, 40.0, 'United-States', '>50K']
[64.0, 'Self-emp-not-inc', 170421.0, 'Some-college', 10.0, 'Widowed', 'Craft-repair', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 8.0, 'United-States', '<=50K']
[34.0, 'Federal-gov', 341051.0, 'Masters', 14.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[39.0, 'Self-emp-not-inc', 34378.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[35.0, 'Private', 99146.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[26.0, 'Private', 205109.0, 'Masters', 14.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[37.0, 'Private', 117567.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[39.0, 'Federal-gov', 189632.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[21.0, 'Private', 170108.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[46.0, 'State-gov', 27243.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 7688.0, 0.0, 45.0, 'United-States', '>50K']
[33.0, 'Private', 192663.0, 'HS-grad', 9.0, 'Separated', 'Sales', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[23.0, 'Private', 526164.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[48.0, 'Self-emp-inc', 213140.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[17.0, 'Private', 218124.0, '11th', 7.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[26.0, 'Private', 153078.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Own-child', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 80.0, '?', '>50K']
[40.0, 'Private', 167919.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[29.0, 'Private', 39484.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 7298.0, 0.0, 42.0, 'United-States', '>50K']
[45.0, 'Private', 84298.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 50.0, 'United-States', '>50K']
[17.0, '?', 262196.0, '10th', 6.0, 'Never-married', '?', 'Own-child', 'White', 'Male', 0.0, 0.0, 8.0, 'United-States', '<=50K']
[49.0, 'Federal-gov', 125892.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[27.0, 'Private', 134890.0, 'Bachelors', 13.0, 'Never-married', 'Tech-support', 'Own-child', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[60.0, 'Self-emp-not-inc', 261119.0, 'HS-grad', 9.0, 'Divorced', 'Craft-repair', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[53.0, 'Self-emp-not-inc', 118793.0, '10th', 6.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[19.0, 'Private', 184207.0, 'Some-college', 10.0, 'Never-married', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[52.0, 'Self-emp-not-inc', 123011.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[31.0, 'Private', 36302.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[44.0, 'Private', 116825.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 15024.0, 0.0, 80.0, 'United-States', '>50K']
[28.0, 'Self-emp-not-inc', 226198.0, 'HS-grad', 9.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[50.0, 'Private', 165050.0, '10th', 6.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[39.0, 'Self-emp-inc', 202937.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[36.0, 'Private', 316298.0, 'Bachelors', 13.0, 'Never-married', 'Tech-support', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[39.0, 'Private', 203070.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 0.0, 0.0, 49.0, 'United-States', '<=50K']
[57.0, 'Self-emp-not-inc', 103948.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 30.0, 'United-States', '>50K']
[40.0, 'Local-gov', 39581.0, 'Prof-school', 15.0, 'Separated', 'Prof-specialty', 'Own-child', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[79.0, '?', 100881.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', '?', 'Wife', 'White', 'Female', 0.0, 0.0, 2.0, 'United-States', '>50K']
[35.0, 'Private', 52738.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 46.0, 'United-States', '<=50K']
[44.0, 'Self-emp-inc', 212760.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[32.0, 'Private', 281384.0, 'HS-grad', 9.0, 'Married-AF-spouse', 'Other-service', 'Other-relative', 'White', 'Female', 0.0, 0.0, 10.0, 'United-States', '<=50K']
[58.0, 'Private', 214502.0, '9th', 5.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[41.0, 'Private', 69333.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[53.0, 'Private', 95864.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Other-relative', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[71.0, '?', 144872.0, 'Some-college', 10.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 6514.0, 0.0, 40.0, 'United-States', '>50K']
[17.0, '?', 275778.0, '9th', 5.0, 'Never-married', '?', 'Own-child', 'White', 'Female', 0.0, 0.0, 25.0, 'Mexico', '<=50K']
[45.0, 'Private', 27332.0, 'HS-grad', 9.0, 'Divorced', 'Sales', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[40.0, 'Self-emp-not-inc', 171615.0, 'Some-college', 10.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '>50K']
[28.0, 'Private', 116372.0, 'Bachelors', 13.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[35.0, 'Private', 116541.0, 'Masters', 14.0, 'Never-married', 'Prof-specialty', 'Own-child', 'White', 'Male', 0.0, 0.0, 44.0, 'United-States', '>50K']
[43.0, 'Private', 186396.0, '9th', 5.0, 'Never-married', 'Machine-op-inspct', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[42.0, 'Private', 184837.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Wife', 'White', 'Female', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[49.0, '?', 228372.0, 'Some-college', 10.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '>50K']
[47.0, 'Federal-gov', 211123.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[48.0, 'Self-emp-inc', 38819.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 36.0, 'United-States', '<=50K']
[35.0, 'State-gov', 89040.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[46.0, 'Private', 264210.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Farming-fishing', 'Wife', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[28.0, 'Self-emp-not-inc', 398918.0, 'Bachelors', 13.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[62.0, '?', 123612.0, 'Bachelors', 13.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 4.0, 'United-States', '<=50K']
[46.0, 'Local-gov', 215895.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[50.0, 'State-gov', 24647.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[34.0, 'Private', 734193.0, 'Some-college', 10.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[42.0, '?', 321086.0, 'Masters', 14.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[67.0, 'Local-gov', 103315.0, 'Masters', 14.0, 'Never-married', 'Exec-managerial', 'Other-relative', 'White', 'Female', 15831.0, 0.0, 72.0, 'United-States', '>50K']
[37.0, 'Local-gov', 52465.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Private', 737315.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[22.0, '?', 195143.0, 'Some-college', 10.0, 'Never-married', '?', 'Own-child', 'White', 'Female', 0.0, 0.0, 29.0, 'United-States', '<=50K']
[60.0, 'Private', 198170.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[46.0, 'Local-gov', 183168.0, 'Bachelors', 13.0, 'Divorced', 'Prof-specialty', 'Unmarried', 'White', 'Female', 0.0, 0.0, 43.0, 'United-States', '<=50K']
[44.0, 'Private', 196545.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[43.0, 'Private', 168412.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Other-relative', 'White', 'Female', 0.0, 0.0, 44.0, 'Poland', '<=50K']
[48.0, 'Private', 174386.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'El-Salvador', '>50K']
[36.0, 'Private', 544686.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Other-relative', 'White', 'Female', 2907.0, 0.0, 40.0, 'Nicaragua', '<=50K']
[51.0, 'Private', 169112.0, 'Masters', 14.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[52.0, 'Private', 74024.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[27.0, 'Private', 110622.0, '5th-6th', 3.0, 'Never-married', 'Sales', 'Own-child', 'Asian-Pac-Islander', 'Female', 0.0, 0.0, 20.0, 'Vietnam', '<=50K']
[43.0, 'Local-gov', 33331.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[23.0, 'Private', 181557.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Own-child', 'Black', 'Male', 0.0, 0.0, 25.0, 'United-States', '<=50K']
[66.0, 'Private', 142624.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 5556.0, 0.0, 40.0, 'Yugoslavia', '>50K']
[37.0, 'Self-emp-not-inc', 192251.0, '10th', 6.0, 'Married-civ-spouse', 'Other-service', 'Wife', 'White', 'Female', 2635.0, 0.0, 40.0, 'United-States', '<=50K']
[35.0, 'Private', 146091.0, 'Some-college', 10.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[42.0, 'Local-gov', 174575.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 5178.0, 0.0, 40.0, 'United-States', '>50K']
[49.0, 'Private', 200949.0, '10th', 6.0, 'Never-married', 'Other-service', 'Unmarried', 'White', 'Female', 0.0, 0.0, 38.0, 'Peru', '<=50K']
[51.0, 'Local-gov', 201560.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '>50K']
[71.0, 'Federal-gov', 149386.0, 'HS-grad', 9.0, 'Widowed', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 9.0, 'United-States', '<=50K']
[50.0, 'Local-gov', 168672.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 1902.0, 40.0, 'United-States', '>50K']
[63.0, 'Private', 38352.0, 'HS-grad', 9.0, 'Widowed', 'Adm-clerical', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Federal-gov', 149368.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[39.0, 'Private', 154641.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[53.0, 'Local-gov', 202733.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 7688.0, 0.0, 70.0, 'United-States', '>50K']
[34.0, 'Private', 56150.0, '11th', 7.0, 'Never-married', 'Transport-moving', 'Unmarried', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[54.0, 'Self-emp-not-inc', 71344.0, 'Masters', 14.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[32.0, 'Private', 174215.0, 'Some-college', 10.0, 'Divorced', 'Sales', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Private', 149909.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 42.0, 'United-States', '>50K']
[20.0, '?', 58740.0, 'Some-college', 10.0, 'Never-married', '?', 'Own-child', 'White', 'Male', 0.0, 0.0, 15.0, 'United-States', '<=50K']
[39.0, 'Private', 316211.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[32.0, 'Private', 127610.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 1902.0, 32.0, 'United-States', '>50K']
[19.0, 'Private', 265576.0, 'HS-grad', 9.0, 'Never-married', 'Handlers-cleaners', 'Own-child', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[43.0, 'Private', 347653.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '>50K']
[32.0, 'Private', 62374.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Transport-moving', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Self-emp-not-inc', 170230.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[37.0, 'Private', 167735.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 1887.0, 40.0, 'United-States', '>50K']
[46.0, 'Self-emp-inc', 181413.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Exec-managerial', 'Wife', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[41.0, 'Private', 350387.0, 'Bachelors', 13.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[63.0, 'Private', 225102.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, '?', '<=50K']
[55.0, 'Private', 105582.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 3103.0, 0.0, 40.0, 'United-States', '>50K']
[35.0, 'Self-emp-not-inc', 350247.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[63.0, '?', 334741.0, 'HS-grad', 9.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[43.0, 'Private', 115562.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 42.0, 'United-States', '>50K']
[30.0, 'Self-emp-not-inc', 131584.0, 'Assoc-voc', 11.0, 'Never-married', 'Craft-repair', 'Own-child', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[36.0, 'Local-gov', 95855.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 60.0, 'United-States', '>50K']
[28.0, 'Private', 70240.0, 'HS-grad', 9.0, 'Married-spouse-absent', 'Other-service', 'Not-in-family', 'Asian-Pac-Islander', 'Female', 0.0, 0.0, 40.0, 'Philippines', '<=50K']
[39.0, 'Self-emp-not-inc', 187693.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 72.0, 'United-States', '>50K']
[37.0, 'Private', 341672.0, 'Bachelors', 13.0, 'Separated', 'Tech-support', 'Not-in-family', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 40.0, 'Philippines', '<=50K']
[34.0, 'Private', 208043.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 7298.0, 0.0, 45.0, 'United-States', '>50K']
